GHO,PUBLISHSTATE,YEAR,REGION,WORLDBANKINCOMEGROUP,COUNTRY,AGEGROUP,SEX,prob_death
LIFE_0000000029,PUBLISHED,2013,SEAR,WB_UMI,THA,AGE10-14,FMLE,0.000284
LIFE_0000000029,PUBLISHED,1990,AFR,WB_UMI,BWA,AGE35-39,FMLE,0.004226
LIFE_0000000029,PUBLISHED,1990,AFR,WB_LI,SLE,AGE20-24,MLE,0.011803
LIFE_0000000029,PUBLISHED,2013,WPR,WB_UMI,TUV,AGE70-74,MLE,0.071441
LIFE_0000000029,PUBLISHED,1990,AFR,WB_UMI,NAM,AGE100PLUS,MLE,0.514203
LIFE_0000000029,PUBLISHED,2000,WPR,WB_LMI,FSM,AGE20-24,FMLE,0.001694
LIFE_0000000029,PUBLISHED,1990,WPR,WB_UMI,MHL,AGE10-14,MLE,0.001341
LIFE_0000000029,PUBLISHED,2012,EUR,WB_HI,CHE,AGE5-9,MLE,0.00007
LIFE_0000000029,PUBLISHED,2000,EUR,WB_HI,CYP,AGE85-89,MLE,0.220149
LIFE_0000000029,PUBLISHED,2012,AFR,WB_LI,BFA,AGE20-24,MLE,0.00417
LIFE_0000000029,PUBLISHED,2000,AMR,WB_UMI,KNA,AGE45-49,FMLE,0.004
LIFE_0000000029,PUBLISHED,2013,EUR,WB_LI,TJK,AGE60-64,FMLE,0.017674
LIFE_0000000029,PUBLISHED,2012,AMR,WB_HI,KNA,AGE90-94,MLE,0.317831
LIFE_0000000029,PUBLISHED,1990,EUR,WB_HI,POL,AGE50-54,FMLE,0.00488
LIFE_0000000029,PUBLISHED,2013,AFR,WB_LI,COM,AGE80-84,MLE,0.159949
LIFE_0000000029,PUBLISHED,2000,EUR,WB_HI,GBR,AGE30-34,MLE,0.001074
LIFE_0000000029,PUBLISHED,1990,SEAR,WB_UMI,MDV,AGE90-94,FMLE,0.557868
LIFE_0000000029,PUBLISHED,2000,AMR,WB_UMI,DOM,AGE70-74,MLE,0.033247
LIFE_0000000029,PUBLISHED,2013,AMR,WB_HI,USA,AGE5-9,FMLE,0.000107
LIFE_0000000029,PUBLISHED,2000,EMR,WB_HI,SAU,AGE55-59,FMLE,0.006349
LIFE_0000000029,PUBLISHED,2013,AFR,WB_LMI,SSD,AGE25-29,FMLE,0.00561
LIFE_0000000029,PUBLISHED,2000,EUR,WB_HI,ITA,AGE100PLUS,MLE,0.503923
LIFE_0000000029,PUBLISHED,2013,WPR,WB_HI,AUS,AGE90-94,MLE,0.185991
LIFE_0000000029,PUBLISHED,2000,AFR,WB_LI,GMB,AGE50-54,MLE,0.013653
LIFE_0000000029,PUBLISHED,1990,AMR,WB_UMI,BRA,AGELT1,MLE,0.059971
LIFE_0000000029,PUBLISHED,2013,EMR,WB_LMI,EGY,AGE60-64,FMLE,0.014798
LIFE_0000000029,PUBLISHED,2012,AFR,WB_LMI,COG,AGE25-29,MLE,0.005129
LIFE_0000000029,PUBLISHED,1990,EMR,WB_LMI,YEM,AGE95-99,FMLE,0.416747
LIFE_0000000029,PUBLISHED,2012,EUR,WB_HI,ISL,AGE25-29,FMLE,0.00027
LIFE_0000000029,PUBLISHED,2013,EMR,WB_UMI,LBY,AGE65-69,FMLE,0.016489
LIFE_0000000029,PUBLISHED,2013,AMR,WB_HI,CHL,AGE80-84,MLE,0.077945
LIFE_0000000029,PUBLISHED,2000,EMR,WB_UMI,IRQ,AGE25-29,FMLE,0.000799
LIFE_0000000029,PUBLISHED,2012,WPR,WB_HI,NZL,AGELT1,FMLE,0.004201
LIFE_0000000029,PUBLISHED,1990,EUR,WB_HI,LUX,AGE80-84,MLE,0.117052
LIFE_0000000029,PUBLISHED,2000,AFR,WB_LMI,CIV,AGE50-54,FMLE,0.019903
LIFE_0000000029,PUBLISHED,2000,EUR,WB_UMI,MNE,AGE20-24,MLE,0.001034
LIFE_0000000029,PUBLISHED,1990,EUR,WB_HI,SVK,AGE45-49,MLE,0.009905
LIFE_0000000029,PUBLISHED,2013,WPR,WB_UMI,NIU,AGE95-99,FMLE,0.366863
LIFE_0000000029,PUBLISHED,2013,WPR,WB_LMI,PHL,AGE65-69,MLE,0.043466
LIFE_0000000029,PUBLISHED,2000,EMR,WB_LMI,IRN,AGE60-64,MLE,0.016
LIFE_0000000029,PUBLISHED,1990,EUR,WB_HI,FIN,AGE70-74,FMLE,0.026676
LIFE_0000000029,PUBLISHED,2012,SEAR,WB_LMI,TLS,AGE20-24,FMLE,0.00159
LIFE_0000000029,PUBLISHED,2012,EUR,WB_HI,MLT,AGE10-14,MLE,0.00009
LIFE_0000000029,PUBLISHED,2013,AMR,WB_HI,BRB,AGE1-4,FMLE,0.000282
LIFE_0000000029,PUBLISHED,2000,EUR,WB_HI,SMR,AGE75-79,MLE,0.040766
LIFE_0000000029,PUBLISHED,2000,AFR,WB_LMI,LSO,AGE25-29,FMLE,0.015941
LIFE_0000000029,PUBLISHED,2013,EUR,WB_UMI,BGR,AGE40-44,FMLE,0.001788
LIFE_0000000029,PUBLISHED,2013,WPR,WB_LMI,LAO,AGE10-14,MLE,0.000724
LIFE_0000000029,PUBLISHED,2012,EMR,WB_LMI,MAR,AGE75-79,FMLE,0.071056
LIFE_0000000029,PUBLISHED,1990,WPR,WB_LMI,VUT,AGE15-19,FMLE,0.001769
LIFE_0000000029,PUBLISHED,2012,WPR,,,AGE75-79,MLE,0.065046
LIFE_0000000029,PUBLISHED,2000,EUR,WB_UMI,RUS,AGE40-44,FMLE,0.003
LIFE_0000000029,PUBLISHED,2000,AFR,WB_LI,NER,AGE50-54,FMLE,0.0107
LIFE_0000000029,PUBLISHED,2012,AMR,WB_UMI,ARG,AGE5-9,MLE,0.000232
LIFE_0000000029,PUBLISHED,2013,WPR,WB_UMI,PLW,AGE10-14,FMLE,0.000295
LIFE_0000000029,PUBLISHED,2000,EUR,WB_LMI,MDA,AGE95-99,FMLE,0.37985
LIFE_0000000029,PUBLISHED,2012,EUR,WB_UMI,MNE,AGE80-84,FMLE,0.092654
LIFE_0000000029,PUBLISHED,2012,AFR,WB_UMI,MUS,AGE20-24,MLE,0.001208
LIFE_0000000029,PUBLISHED,1990,AMR,WB_LMI,GUY,AGE35-39,FMLE,0.00284
LIFE_0000000029,PUBLISHED,1990,EUR,WB_LMI,KGZ,AGE70-74,MLE,0.067463
LIFE_0000000029,PUBLISHED,2012,EUR,WB_HI,SWE,AGE5-9,FMLE,0.00005
LIFE_0000000029,PUBLISHED,2013,AFR,WB_LI,UGA,AGE80-84,FMLE,0.142122
LIFE_0000000029,PUBLISHED,1990,AMR,WB_HI,CHL,AGE20-24,MLE,0.00155
LIFE_0000000029,PUBLISHED,1990,AFR,WB_UMI,MUS,AGE65-69,FMLE,0.023582
LIFE_0000000029,PUBLISHED,2013,AFR,WB_LMI,MRT,AGE55-59,MLE,0.015548
LIFE_0000000029,PUBLISHED,2000,AFR,WB_LI,ZWE,AGELT1,MLE,0.071067
LIFE_0000000029,PUBLISHED,1990,SEAR,WB_UMI,MDV,AGE45-49,FMLE,0.009033
LIFE_0000000029,PUBLISHED,2000,EUR,WB_UMI,RUS,AGE10-14,MLE,0.001
LIFE_0000000029,PUBLISHED,2012,AFR,WB_LI,BDI,AGE1-4,MLE,0.010331
LIFE_0000000029,PUBLISHED,2000,AFR,WB_LI,COM,AGE25-29,MLE,0.004304
LIFE_0000000029,PUBLISHED,2013,EMR,,,AGE95-99,MLE,0.41007
LIFE_0000000029,PUBLISHED,1990,AFR,WB_LI,LBR,AGE75-79,MLE,0.132496
LIFE_0000000029,PUBLISHED,1990,AFR,WB_LI,MLI,AGE40-44,FMLE,0.009466
LIFE_0000000029,PUBLISHED,1990,EUR,WB_HI,EST,AGE10-14,MLE,0.00067
LIFE_0000000029,PUBLISHED,2013,AFR,,,AGE75-79,BTSX,0.085874
LIFE_0000000029,PUBLISHED,2000,AMR,WB_HI,BHS,AGE20-24,MLE,0.001448
LIFE_0000000029,PUBLISHED,2012,AMR,WB_UMI,BRA,AGE5-9,MLE,0.000303
LIFE_0000000029,PUBLISHED,2000,WPR,WB_LI,VNM,AGE15-19,FMLE,0.001
LIFE_0000000029,PUBLISHED,2012,AMR,WB_LMI,HND,AGE5-9,FMLE,0.000749
LIFE_0000000029,PUBLISHED,2013,EMR,WB_UMI,LBN,AGE60-64,FMLE,0.005291
LIFE_0000000029,PUBLISHED,2012,AMR,,,AGELT1,MLE,0.014642
LIFE_0000000029,PUBLISHED,2012,AFR,WB_UMI,BWA,AGE25-29,MLE,0.003842
LIFE_0000000029,PUBLISHED,1990,EMR,WB_LMI,DJI,AGE65-69,MLE,0.046207
LIFE_0000000029,PUBLISHED,2000,WPR,WB_LMI,LAO,AGE1-4,MLE,0.009828
LIFE_0000000029,PUBLISHED,1990,WPR,,,AGE45-49,MLE,0.005234
LIFE_0000000029,PUBLISHED,2013,AFR,WB_UMI,NAM,AGE80-84,MLE,0.118749
LIFE_0000000029,PUBLISHED,2013,AFR,WB_LMI,CMR,AGE10-14,MLE,0.002763
LIFE_0000000029,PUBLISHED,2012,AMR,WB_LMI,SLV,AGE75-79,MLE,0.053877
LIFE_0000000029,PUBLISHED,2012,AFR,WB_LI,BFA,AGE75-79,FMLE,0.110095
LIFE_0000000029,PUBLISHED,2013,SEAR,WB_LI,NPL,AGE60-64,MLE,0.022914
LIFE_0000000029,PUBLISHED,1990,EUR,WB_LMI,UZB,AGELT1,FMLE,0.054553
LIFE_0000000029,PUBLISHED,2012,,WB_LI,,AGE70-74,FMLE,0.0477
LIFE_0000000029,PUBLISHED,2012,AFR,WB_LI,MLI,AGE50-54,FMLE,0.009921
LIFE_0000000029,PUBLISHED,2013,EUR,WB_LMI,GEO,AGE30-34,FMLE,0.000632
LIFE_0000000029,PUBLISHED,1990,AMR,WB_UMI,KNA,AGE75-79,MLE,0.122
LIFE_0000000029,PUBLISHED,1990,EMR,WB_HI,SAU,AGE40-44,MLE,0.003248
LIFE_0000000029,PUBLISHED,2000,EUR,WB_LMI,UZB,AGE45-49,FMLE,0.004071
LIFE_0000000029,PUBLISHED,2012,EMR,WB_HI,QAT,AGE100PLUS,FMLE,0.34794
LIFE_0000000029,PUBLISHED,2013,EMR,WB_LMI,SYR,AGE70-74,MLE,0.045106
LIFE_0000000029,PUBLISHED,2012,EUR,WB_LMI,KGZ,AGE55-59,FMLE,0.009424
LIFE_0000000029,PUBLISHED,2000,SEAR,WB_LI,PRK,AGELT1,FMLE,0.041496
LIFE_0000000029,PUBLISHED,1990,WPR,WB_UMI,MHL,AGE65-69,FMLE,0.032377
LIFE_0000000029,PUBLISHED,2000,EUR,WB_LI,TJK,AGE75-79,MLE,0.073084
LIFE_0000000029,PUBLISHED,2013,EUR,WB_UMI,TKM,AGE65-69,FMLE,0.038044
LIFE_0000000029,PUBLISHED,2000,AMR,WB_UMI,PER,AGE70-74,FMLE,0.029577
LIFE_0000000029,PUBLISHED,2013,EMR,WB_UMI,LBY,AGE10-14,MLE,0.000277
LIFE_0000000029,PUBLISHED,2000,EMR,WB_UMI,LBY,AGE55-59,FMLE,0.007943
LIFE_0000000029,PUBLISHED,2012,WPR,WB_UMI,MHL,AGE75-79,FMLE,0.064967
LIFE_0000000029,PUBLISHED,2012,AFR,WB_LI,KEN,AGE80-84,MLE,0.144836
LIFE_0000000029,PUBLISHED,2012,WPR,WB_LMI,MNG,AGE35-39,FMLE,0.00187
LIFE_0000000029,PUBLISHED,2012,SEAR,WB_LMI,BTN,AGE50-54,MLE,0.010119
LIFE_0000000029,PUBLISHED,2000,AFR,WB_LI,COM,AGE80-84,FMLE,0.146977
LIFE_0000000029,PUBLISHED,1990,WPR,WB_HI,NRU,AGE60-64,FMLE,0.01
LIFE_0000000029,PUBLISHED,2000,,WB_HI,,AGE30-34,BTSX,0.001306
LIFE_0000000029,PUBLISHED,2000,AMR,WB_UMI,DMA,AGELT1,FMLE,0.010291
LIFE_0000000029,PUBLISHED,1990,AMR,WB_HI,KNA,AGE20-24,FMLE,0.001167
LIFE_0000000029,PUBLISHED,2000,EMR,WB_LMI,TUN,AGE5-9,MLE,0.001
LIFE_0000000029,PUBLISHED,1990,WPR,WB_LMI,KIR,AGE100PLUS,MLE,0.619492
LIFE_0000000029,PUBLISHED,2012,EUR,WB_HI,SMR,AGE90-94,FMLE,0.234366
LIFE_0000000029,PUBLISHED,2000,AFR,WB_LMI,CIV,AGE40-44,MLE,0.019579
LIFE_0000000029,PUBLISHED,1990,AMR,WB_UMI,SUR,AGE45-49,FMLE,0.003421
LIFE_0000000029,PUBLISHED,2012,AFR,WB_LI,NER,AGE35-39,MLE,0.004513
LIFE_0000000029,PUBLISHED,2000,,WB_HI,,AGELT1,MLE,0.009025
LIFE_0000000029,PUBLISHED,1990,AFR,WB_LI,ZWE,AGE10-14,FMLE,0.001291
LIFE_0000000029,PUBLISHED,2000,AFR,WB_LI,BDI,AGE15-19,FMLE,0.004119
LIFE_0000000029,PUBLISHED,2000,AMR,WB_UMI,ECU,AGE75-79,MLE,0.055081
LIFE_0000000029,PUBLISHED,2012,EUR,WB_HI,SVN,AGE60-64,MLE,0.013585
LIFE_0000000029,PUBLISHED,2000,WPR,WB_UMI,NRU,AGE55-59,FMLE,0.004297
LIFE_0000000029,PUBLISHED,2000,WPR,WB_HI,KOR,AGE50-54,FMLE,0.002738
LIFE_0000000029,PUBLISHED,2013,EUR,WB_HI,POL,AGE90-94,MLE,0.211899
LIFE_0000000029,PUBLISHED,2012,AMR,WB_UMI,JAM,AGE85-89,MLE,0.159657
LIFE_0000000029,PUBLISHED,2012,EUR,WB_UMI,HUN,AGE5-9,FMLE,0.000079
LIFE_0000000029,PUBLISHED,2012,AMR,WB_UMI,SUR,AGE20-24,FMLE,0.000678
LIFE_0000000029,PUBLISHED,1990,WPR,WB_UMI,NRU,AGE40-44,MLE,0.002655
LIFE_0000000029,PUBLISHED,2000,,WB_LMI,,AGE10-14,FMLE,0.00135
LIFE_0000000029,PUBLISHED,2000,AFR,WB_LI,TCD,AGE10-14,FMLE,0.003506
LIFE_0000000029,PUBLISHED,1990,EMR,WB_HI,SAU,AGE95-99,FMLE,0.462955
LIFE_0000000029,PUBLISHED,2013,AFR,WB_LMI,CMR,AGE65-69,FMLE,0.031963
LIFE_0000000029,PUBLISHED,2012,WPR,WB_LMI,SLB,AGELT1,FMLE,0.023322
LIFE_0000000029,PUBLISHED,2012,EUR,WB_HI,NLD,AGE30-34,MLE,0.000616
LIFE_0000000029,PUBLISHED,1990,AMR,WB_UMI,JAM,AGE75-79,MLE,0.068919
LIFE_0000000029,PUBLISHED,2013,AMR,WB_UMI,MEX,AGE90-94,FMLE,0.167205
LIFE_0000000029,PUBLISHED,2012,AMR,WB_HI,USA,AGE45-49,FMLE,0.002511
LIFE_0000000029,PUBLISHED,2012,EUR,WB_HI,AUT,AGE80-84,MLE,0.075501
LIFE_0000000029,PUBLISHED,2000,,WB_LI,,AGE80-84,BTSX,0.147947
LIFE_0000000029,PUBLISHED,1990,,WB_UMI,,AGE95-99,FMLE,0.354823
LIFE_0000000029,PUBLISHED,1990,AFR,WB_LI,UGA,AGE45-49,MLE,0.020077
LIFE_0000000029,PUBLISHED,2000,AFR,WB_UMI,MUS,AGE15-19,MLE,0.00071
LIFE_0000000029,PUBLISHED,1990,AFR,WB_LMI,STP,AGE40-44,MLE,0.006309
LIFE_0000000029,PUBLISHED,2000,EMR,WB_LI,AFG,AGE80-84,MLE,0.17046
LIFE_0000000029,PUBLISHED,2000,AMR,WB_HI,USA,AGE75-79,FMLE,0.03691
LIFE_0000000029,PUBLISHED,2013,EUR,WB_HI,SMR,AGE5-9,MLE,0
LIFE_0000000029,PUBLISHED,2000,EUR,WB_HI,AND,AGELT1,FMLE,0.003447
LIFE_0000000029,PUBLISHED,1990,EUR,WB_HI,EST,AGE65-69,FMLE,0.022466
LIFE_0000000029,PUBLISHED,1990,EUR,WB_LMI,MDA,AGE90-94,FMLE,0.230082
LIFE_0000000029,PUBLISHED,1990,WPR,WB_LI,VNM,AGE45-49,FMLE,0.003
LIFE_0000000029,PUBLISHED,2013,AFR,WB_LMI,GHA,AGE40-44,MLE,0.006293
LIFE_0000000029,PUBLISHED,2013,SEAR,WB_LI,PRK,AGE5-9,FMLE,0.000653
LIFE_0000000029,PUBLISHED,2000,EUR,WB_HI,RUS,AGE70-74,MLE,0.081521
LIFE_0000000029,PUBLISHED,1990,EUR,WB_HI,SVN,AGE50-54,MLE,0.010068
LIFE_0000000029,PUBLISHED,2000,AFR,WB_LI,GNB,AGE55-59,MLE,0.020552
LIFE_0000000029,PUBLISHED,2012,EUR,WB_HI,FIN,AGE1-4,FMLE,0.000127
LIFE_0000000029,PUBLISHED,2013,AFR,WB_LI,TCD,AGE1-4,MLE,0.01654
LIFE_0000000029,PUBLISHED,2000,AFR,,,AGE100PLUS,FMLE,0.545291
LIFE_0000000029,PUBLISHED,2000,EMR,,,AGE80-84,MLE,0.136949
LIFE_0000000029,PUBLISHED,2000,AMR,WB_UMI,MEX,AGE45-49,FMLE,0.003033
LIFE_0000000029,PUBLISHED,2012,AFR,WB_LI,ZWE,AGE55-59,FMLE,0.011682
LIFE_0000000029,PUBLISHED,1990,EUR,WB_HI,ISL,AGE95-99,FMLE,0.277232
LIFE_0000000029,PUBLISHED,2013,WPR,WB_UMI,PLW,AGE70-74,MLE,0.052465
LIFE_0000000029,PUBLISHED,2012,AFR,WB_LMI,SEN,AGE60-64,MLE,0.024743
LIFE_0000000029,PUBLISHED,1990,EUR,WB_HI,DEU,AGE100PLUS,MLE,0.505987
LIFE_0000000029,PUBLISHED,2012,AFR,WB_LI,LBR,AGE25-29,FMLE,0.00336
LIFE_0000000029,PUBLISHED,1990,EUR,WB_LI,KGZ,AGE1-4,FMLE,0.003
LIFE_0000000029,PUBLISHED,2000,WPR,WB_LMI,MHL,AGE35-39,FMLE,0.003
LIFE_0000000029,PUBLISHED,2012,EMR,WB_UMI,JOR,AGE45-49,FMLE,0.002946
LIFE_0000000029,PUBLISHED,1990,EUR,WB_UMI,MKD,AGE75-79,MLE,0.080197
LIFE_0000000029,PUBLISHED,2013,EMR,WB_HI,KWT,AGE55-59,FMLE,0.003537
LIFE_0000000029,PUBLISHED,2000,EUR,WB_HI,MLT,AGE85-89,MLE,0.147925
LIFE_0000000029,PUBLISHED,2000,EUR,WB_LI,TJK,AGE50-54,FMLE,0.008388
LIFE_0000000029,PUBLISHED,2012,EUR,WB_HI,RUS,AGE85-89,FMLE,0.159273
LIFE_0000000029,PUBLISHED,2000,SEAR,WB_LMI,THA,AGE10-14,MLE,0.001
LIFE_0000000029,PUBLISHED,2012,EUR,WB_HI,FIN,AGE25-29,MLE,0.00097
LIFE_0000000029,PUBLISHED,2000,WPR,,,AGE45-49,BTSX,0.003692
LIFE_0000000029,PUBLISHED,2013,AFR,WB_LI,GMB,AGE25-29,MLE,0.004947
LIFE_0000000029,PUBLISHED,2012,AMR,WB_UMI,ARG,AGE85-89,MLE,0.14222
LIFE_0000000029,PUBLISHED,2012,AMR,WB_UMI,DOM,AGE85-89,FMLE,0.099818
LIFE_0000000029,PUBLISHED,2013,,WB_LMI,,AGE95-99,MLE,0.283509
LIFE_0000000029,PUBLISHED,2013,AMR,WB_LMI,NIC,AGE5-9,MLE,0.000325
LIFE_0000000029,PUBLISHED,1990,WPR,WB_UMI,COK,AGE20-24,MLE,0.002576
LIFE_0000000029,PUBLISHED,2013,EUR,WB_HI,PRT,AGE35-39,FMLE,0.000697
LIFE_0000000029,PUBLISHED,2000,WPR,WB_UMI,NIU,AGE30-34,MLE,0.002039
LIFE_0000000029,PUBLISHED,2012,AMR,,,AGE70-74,FMLE,0.021998
LIFE_0000000029,PUBLISHED,2012,AMR,,,AGE10-14,MLE,0.000389
LIFE_0000000029,PUBLISHED,2000,AFR,WB_LI,ZMB,AGE90-94,FMLE,0.301
LIFE_0000000029,PUBLISHED,2012,AMR,WB_HI,TTO,AGE5-9,MLE,0.000852
LIFE_0000000029,PUBLISHED,2012,EMR,WB_UMI,JOR,AGE80-84,FMLE,0.105865
LIFE_0000000029,PUBLISHED,2012,EMR,WB_LMI,YEM,AGE50-54,MLE,0.012136
LIFE_0000000029,PUBLISHED,1990,EUR,WB_UMI,RUS,AGE40-44,MLE,0.008
LIFE_0000000029,PUBLISHED,1990,EUR,WB_HI,CZE,AGE35-39,FMLE,0.001034
LIFE_0000000029,PUBLISHED,2012,EUR,WB_HI,RUS,AGE50-54,FMLE,0.005461
LIFE_0000000029,PUBLISHED,2000,AFR,WB_LI,SEN,AGE20-24,FMLE,0.003
LIFE_0000000029,PUBLISHED,2013,AFR,WB_LMI,CIV,AGE5-9,MLE,0.006179
LIFE_0000000029,PUBLISHED,2012,EUR,WB_UMI,ALB,AGE90-94,MLE,0.311361
LIFE_0000000029,PUBLISHED,2012,AMR,WB_UMI,JAM,AGE25-29,FMLE,0.001497
LIFE_0000000029,PUBLISHED,1990,EMR,WB_LI,YEM,AGE1-4,MLE,0.01
LIFE_0000000029,PUBLISHED,2000,EUR,WB_UMI,MKD,AGE100PLUS,FMLE,0.531106
LIFE_0000000029,PUBLISHED,2013,SEAR,WB_LI,BGD,AGE40-44,MLE,0.0029
LIFE_0000000029,PUBLISHED,2000,AMR,WB_HI,USA,AGE55-59,MLE,0.009901
LIFE_0000000029,PUBLISHED,2013,WPR,WB_UMI,PLW,AGE90-94,FMLE,0.280597
LIFE_0000000029,PUBLISHED,2012,AFR,WB_LMI,SEN,AGE80-84,FMLE,0.161816
LIFE_0000000029,PUBLISHED,2000,AMR,WB_LI,HTI,AGE15-19,FMLE,0.001703
LIFE_0000000029,PUBLISHED,2000,WPR,,,AGE85-89,FMLE,0.128963
LIFE_0000000029,PUBLISHED,2000,AFR,WB_LMI,LSO,AGE15-19,MLE,0.002526
LIFE_0000000029,PUBLISHED,2000,WPR,WB_HI,AUS,AGE80-84,MLE,0.086388
LIFE_0000000029,PUBLISHED,1990,WPR,WB_LMI,MNG,AGE70-74,FMLE,0.058235
LIFE_0000000029,PUBLISHED,1990,WPR,WB_LMI,VUT,AGE40-44,MLE,0.005682
LIFE_0000000029,PUBLISHED,2012,AMR,WB_HI,CAN,AGE25-29,MLE,0.000724
LIFE_0000000029,PUBLISHED,2000,EMR,WB_LMI,IRN,AGE25-29,FMLE,0.001
LIFE_0000000029,PUBLISHED,1990,EUR,WB_HI,BEL,AGE20-24,FMLE,0.000474
LIFE_0000000029,PUBLISHED,2012,AFR,WB_LI,GMB,AGE30-34,FMLE,0.004726
LIFE_0000000029,PUBLISHED,2000,WPR,WB_UMI,NIU,AGE85-89,FMLE,0.182471
LIFE_0000000029,PUBLISHED,2012,EUR,WB_HI,FIN,AGE80-84,FMLE,0.050525
LIFE_0000000029,PUBLISHED,1990,EMR,WB_HI,BHR,AGE35-39,FMLE,0.000856
LIFE_0000000029,PUBLISHED,2000,EUR,WB_HI,GBR,AGE15-19,FMLE,0.000252
LIFE_0000000029,PUBLISHED,2013,EUR,WB_HI,PRT,AGE95-99,MLE,0.312045
LIFE_0000000029,PUBLISHED,1990,AFR,WB_LMI,GHA,AGE35-39,MLE,0.006192
LIFE_0000000029,PUBLISHED,2012,AMR,WB_HI,TTO,AGE25-29,FMLE,0.001103
LIFE_0000000029,PUBLISHED,2000,SEAR,WB_LMI,MDV,AGE45-49,MLE,0.005
LIFE_0000000029,PUBLISHED,2012,AMR,WB_UMI,PER,AGELT1,FMLE,0.012746
LIFE_0000000029,PUBLISHED,1990,AFR,WB_LI,TZA,AGE60-64,FMLE,0.022819
LIFE_0000000029,PUBLISHED,1990,AFR,WB_LI,GIN,AGE15-19,FMLE,0.004165
LIFE_0000000029,PUBLISHED,2013,AFR,WB_LI,GMB,AGE60-64,MLE,0.023125
LIFE_0000000029,PUBLISHED,2012,AFR,WB_UMI,BWA,AGE80-84,FMLE,0.114364
LIFE_0000000029,PUBLISHED,1990,AMR,WB_LMI,HND,AGE75-79,FMLE,0.049371
LIFE_0000000029,PUBLISHED,2012,WPR,WB_LMI,VUT,AGE5-9,MLE,0.000618
LIFE_0000000029,PUBLISHED,2013,AMR,WB_HI,CAN,AGE65-69,MLE,0.01453
LIFE_0000000029,PUBLISHED,2013,AFR,WB_LI,GMB,AGE95-99,MLE,0.461825
LIFE_0000000029,PUBLISHED,2000,AFR,WB_LMI,STP,AGE1-4,MLE,0.008048
LIFE_0000000029,PUBLISHED,2013,SEAR,WB_LI,NPL,AGE35-39,FMLE,0.002521
LIFE_0000000029,PUBLISHED,2013,EUR,WB_HI,MLT,AGE80-84,FMLE,0.066363
LIFE_0000000029,PUBLISHED,1990,EUR,WB_HI,SWE,AGE20-24,MLE,0.000852
LIFE_0000000029,PUBLISHED,1990,AMR,WB_UMI,URY,AGE45-49,MLE,0.006
LIFE_0000000029,PUBLISHED,2013,EUR,WB_UMI,ALB,AGE1-4,FMLE,0.000382
LIFE_0000000029,PUBLISHED,2000,AFR,WB_LI,LBR,AGE65-69,FMLE,0.039631
LIFE_0000000029,PUBLISHED,1990,AFR,WB_UMI,AGO,AGE40-44,FMLE,0.012203
LIFE_0000000029,PUBLISHED,2013,AMR,WB_UMI,DOM,AGE55-59,FMLE,0.009554
LIFE_0000000029,PUBLISHED,2000,WPR,WB_UMI,NIU,AGE50-54,FMLE,0.004797
LIFE_0000000029,PUBLISHED,2012,EUR,WB_HI,FRA,AGE5-9,FMLE,0.00007
LIFE_0000000029,PUBLISHED,2000,EUR,WB_LI,TJK,AGE15-19,FMLE,0.00055
LIFE_0000000029,PUBLISHED,2013,EUR,WB_HI,CYP,AGE95-99,MLE,0.303882
LIFE_0000000029,PUBLISHED,1990,EUR,WB_HI,LTU,AGELT1,MLE,0.015208
LIFE_0000000029,PUBLISHED,1990,EMR,WB_LI,SSD,AGE35-39,MLE,0.011
LIFE_0000000029,PUBLISHED,2012,AMR,WB_UMI,SUR,AGE100PLUS,FMLE,0.456054
LIFE_0000000029,PUBLISHED,1990,WPR,WB_LMI,MHL,AGE40-44,MLE,0.006
LIFE_0000000029,PUBLISHED,1990,AMR,WB_UMI,DMA,AGE15-19,MLE,0.000736
LIFE_0000000029,PUBLISHED,2012,AMR,WB_HI,TTO,AGE60-64,FMLE,0.015285
LIFE_0000000029,PUBLISHED,2012,EUR,WB_UMI,ALB,AGELT1,FMLE,0.013782
LIFE_0000000029,PUBLISHED,1990,EUR,WB_HI,CZE,AGE95-99,MLE,0.472658
LIFE_0000000029,PUBLISHED,1990,EUR,WB_HI,ISL,AGE15-19,FMLE,0.000321
LIFE_0000000029,PUBLISHED,2012,EUR,WB_HI,RUS,AGE65-69,MLE,0.052616
LIFE_0000000029,PUBLISHED,2013,AMR,WB_HI,ATG,AGE60-64,MLE,0.013959
LIFE_0000000029,PUBLISHED,2013,AMR,WB_HI,ATG,AGE25-29,MLE,0.001173
LIFE_0000000029,PUBLISHED,2012,AMR,WB_HI,CAN,AGE80-84,FMLE,0.044124
LIFE_0000000029,PUBLISHED,2000,AMR,WB_UMI,URY,AGE35-39,FMLE,0.001
LIFE_0000000029,PUBLISHED,2012,SEAR,WB_LI,MMR,AGE5-9,MLE,0.00141
LIFE_0000000029,PUBLISHED,2012,AFR,WB_UMI,NAM,AGE85-89,FMLE,0.153944
LIFE_0000000029,PUBLISHED,1990,AFR,WB_UMI,DZA,AGE40-44,MLE,0.004073
LIFE_0000000029,PUBLISHED,2013,AFR,WB_LI,TGO,AGE5-9,MLE,0.004548
LIFE_0000000029,PUBLISHED,1990,WPR,WB_UMI,MYS,AGE20-24,MLE,0.001703
LIFE_0000000029,PUBLISHED,1990,EUR,WB_HI,HUN,AGE55-59,MLE,0.025
LIFE_0000000029,PUBLISHED,2000,AFR,WB_LMI,CPV,AGELT1,MLE,0.035129
