region,ISO_code,country,year,vaccine,grade,agegroup,sex,target,reached,Other_intervention,InfoSource
AMR,BRB,Barbados,2011,BCG,,Y5-7,both,5000,4500,H Promotion,
AMR,BRB,Barbados,2012,BCG,,YR 5-7,,5000,4500,H PROMOTION,
AMR,BRB,Barbados,2013,HPV,FORM 1,YR 11-12,,1800,360,H PROMOTION,
AMR,BRB,Barbados,2013,BCG,,YR 5-7,both,5000,4500,H PROMOTION,
AMR,BRB,Barbados,2014,HPV (3rd dose),,,female,1927,143,None,
AMR,BRB,Barbados,2014,HPV (2nd dose),,,female,1927,227,None,
AMR,BRB,Barbados,2014,HPV (1st dose),,,female,1927,391,None,
AMR,BRB,Barbados,2014,BCG,,,both,3322,1903,None,
AMR,BLZ,Belize,2009,OPV,Preschool,3 - 5 years,,,,,
AMR,BLZ,Belize,2009,DPT,Preschool,3 - 5 years,both,,,Vit A/Deworm,
AMR,BLZ,Belize,2010,Td,Grade 6,12 - 14 Years,both,7500,,Deworming and Vit A Supplement,
AMR,BOL,Bolivia (Plurinational State of),2014,dT,5to primaria,10 anos,ambos,230871,67302,"valoraci„n nuticional, control vista, desparasitaci„n",
AMR,BOL,Bolivia (Plurinational State of),2014,dT,5to secundario,16 anos,ambos,230871,64805,"valoraci„n nuticional, control vista, desparasitaci„n",
AMR,BOL,Bolivia (Plurinational State of),2014,dT,4to secundario,15 anos,ambos,230871,65530,"valoraci„n nuticional, control vista, desparasitaci„n",
AMR,BOL,Bolivia (Plurinational State of),2014,dT,6to secundaria,17 anos,ambos,230871,80992,"valoraci„n nuticional, control vista, desparasitaci„n",
AMR,BOL,Bolivia (Plurinational State of),2014,dT,6to primario,11 anos,ambos,230871,64523,"valoraci„n nuticional, control vista, desparasitaci„n",
AMR,BOL,Bolivia (Plurinational State of),2014,dT,2do secundario,13 anos,ambos,230871,65520,"valoraci„n nuticional, control vista, desparasitaci„n",
AMR,BOL,Bolivia (Plurinational State of),2014,dT,3ero secundario,14 anos,ambos,230871,66715,"valoraci„n nuticional, control vista, desparasitaci„n",
AMR,BOL,Bolivia (Plurinational State of),2014,dT,1ero secundaria,12 anos,ambos,230871,61280,"valoraci„n nuticional, control vista, desparasitaci„n",
AMR,BRA,Brazil,2011,Dupla Adulto,,7 anos e +,ambos,,,,
AMR,BRA,Brazil,2011,Hepatite B,,4-19 anos,ambos,,,,
AMR,BRA,Brazil,2011,Tetra,,4-6 anos,ambos,,,,
AMR,BRA,Brazil,2011,FA,,4 anos e +,ambos,,,,
AMR,BRA,Brazil,2011,TrÍplice Viral (SRC),,4 anos e +,ambos,,,,
AMR,BRA,Brazil,2011,Poliomielite,,4-6 anos,ambos,,,,
AMR,BRA,Brazil,2012,DTP/Hib,Primer grado,4-6 a_os,ambos,,,,
AMR,BRA,Brazil,2012,Poliomielite,Primer grado,4-6 a_os,ambos,,,,
AMR,BRA,Brazil,2012,Hepatite B,Segundo grado,4-19 a_os,ambos,,,,
AMR,BRA,Brazil,2012,Fiebre AmarÍlia,Todos,4 a_os +,ambos,,,,
AMR,BRA,Brazil,2012,TrÍplice viral (SRP),Todos,4 a_os +,ambos,,,,
AMR,BRA,Brazil,2012,Toxoide difterico y tetanico,Segundo grado,7 a_os +,mujer,,,,
AMR,BRA,Brazil,2014,Hepatite B,,,ambos,,,,
AMR,BRA,Brazil,2014,Poliomielite,,,ambos,,,,
AMR,BRA,Brazil,2014,Dupla Adulto,,,ambos,,,,
AMR,BRA,Brazil,2014,FA,,,ambos,,,,
AMR,BRA,Brazil,2014,HPV,,,mujer,,,,
AMR,BRA,Brazil,2014,Penta,,,ambos,,,,
AMR,BRA,Brazil,2014,TrÍplice Viral (SRC),,,ambos,,,,
AMR,CAN,Canada,2008,Hep B,Between Grade 4 and 7,Ages 9 to 14 years,both,,,,
AMR,CAN,Canada,2008,Men C,Between Grade 4 and 9 as a catch-up program,"Ages 12 to 19 years, as a catch up program if vaccine was not received in infancy",both,,,,
AMR,CAN,Canada,2008,HPV,Between Grade 5 and 9,Ages 9 to 16 years,female,,,none,
AMR,CAN,Canada,2009,HPV,Grades 4 to 9,,female,,,,
AMR,CAN,Canada,2009,Hepatitis B,Grades 4 to 7,,both,,,,
AMR,CAN,Canada,2011,HPV,Grades 4 to 9,,female,,,,
AMR,CAN,Canada,2011,Hepatitis B,Grades 4 to 7,,both,,,,
AMR,CAN,Canada,2012,Hepatitis B,Grade 4 to 7,,,,,,
AMR,CAN,Canada,2012,Human papillomavirus,Grade 4 to 8,,,,,,
AMR,CHL,Chile,2008,SRP,,,ambos,234352,208466,,
AMR,CHL,Chile,2008,DT,,,ambos,234352,215768,,
AMR,CHL,Chile,2009,DT,,,ambos,,,,
AMR,CHL,Chile,2009,SRP,,,ambos,,,,
AMR,CHL,Chile,2010,DT,,,ambos,,,,
AMR,CHL,Chile,2010,SRP,,,ambos,,,,
AMR,CHL,Chile,2011,DT,2_ basico,,ambos,,,,
AMR,CHL,Chile,2011,SRP,1_ basico,,ambos,,,,
AMR,CHL,Chile,2012,dpaT,1_ bˆsico (6 a_os),,ambos,180614,133783,,
AMR,CHL,Chile,2012,dpaT,8ç bˆsico (13 a_os),,ambos,59839,46210,,
AMR,CHL,Chile,2012,SRP,1_ bˆsico (6 a_os),,ambos,180614,251440,,
AMR,CHL,Chile,2014,dpTa,8 bˆsico,,ambos,250373,212203,,
AMR,CHL,Chile,2014,SRP2,1 bˆsico,,ambos,248609,218006,,
AMR,CHL,Chile,2014,VPH,4 bˆsico,,mujer,112989,96868,,
AMR,CHL,Chile,2014,dpTa,1 bˆsico,,ambos,248609,219485,,
AMR,COL,Colombia,2012,VPH,4 GRADO DE BASICA PRIMARIA,"9 A‹OS HASTA 17 A‹OS, 11 MESES Y 29 DIAS",mujer,374445,360279,,
AMR,COL,Colombia,2014,VPH,de 4 a 11 grado,"9- 17 a_os,11 meses y 29 dÍas",mujer,332236,261916,,
AMR,CRI,Costa Rica,2008,DT-10,,10a,ambos,75319,65118,,
AMR,CRI,Costa Rica,2008,SRP-7,,7a,ambos,75245,63310,,
AMR,CRI,Costa Rica,2009,SRP,Primer grado,Entre los 6 y 7,ambos,,,,
AMR,CRI,Costa Rica,2009,Td,Cuarto grado,Entre los 9 y 10,,,,,
AMR,CRI,Costa Rica,2010,SRP,Primer grado,Entre los 6 y 7,ambos,72201,57124,,
AMR,CRI,Costa Rica,2010,Td,Cuarto grado,Entre los 9 y 10,ambos,77380,58715,,
AMR,CRI,Costa Rica,2011,SRP,,De 6 y 7 a_os,ambos,,,,
AMR,CRI,Costa Rica,2011,Td,,De 9 y 10 a_os,ambos,,,,
AMR,CRI,Costa Rica,2014,SRP,Primer Grado,7 a_os,ambos,,,"Revisi„n bucodental, revisi„n ocular, laboratorio y gabinete, desparasitaci„n.",
AMR,CRI,Costa Rica,2014,Td,Cuarto Grado,10 a_os,ambos,,,"Revisi„n bucodental, revisi„n ocular, laboratorio y gabinete, desparasitaci„n.",
AMR,CUB,Cuba,2008,DT(toxoides difterico y tetˆnico)dosis pediatrica,,,ambos,141574,121171,,
AMR,CUB,Cuba,2008,SRP,,,ambos,141574,159.366,,
AMR,CUB,Cuba,2008,Tifoidea(vacuna contra la fiebre tifoidea),,,ambos,132.743,175.602,,
AMR,CUB,Cuba,2008,Tifoidea(vacuna contra la fiebre tifoidea),,,ambos,142.043,171.572,,
AMR,CUB,Cuba,2008,Toxoide tetˆnico,,,ambos,144.462,116.388,,
AMR,CUB,Cuba,2008,Tifoidea(vacuna contra la fiebre tifoidea),,,ambos,73.151,145.609,,
AMR,CUB,Cuba,2009,Tifoidea(vacuna contra la fiebre tifoidea),,,ambos,118149,107413,,
AMR,CUB,Cuba,2009,SRP,,,ambos,140426,133687,,
AMR,CUB,Cuba,2009,Tifoidea(vacuna contra la fiebre tifoidea),,,ambos,145800,142360,,
AMR,CUB,Cuba,2009,Toxoide tetˆnico,,,ambos,137187,133812,,
AMR,CUB,Cuba,2009,DT(toxoides difterico y tetˆnico)dosis pediatrica,,,ambos,140426,130882,,
AMR,CUB,Cuba,2009,Tifoidea(vacuna contra la fiebre tifoidea),,,ambos,139386,139386,,
AMR,CUB,Cuba,2010,Tifoidea(vacuna contra la fiebre tifoidea),,,ambos,103222,100848,,
AMR,CUB,Cuba,2010,Toxoide tetˆnico,,,ambos,137126,132327,,
AMR,CUB,Cuba,2010,SRP,,,ambos,128768,126451,,
AMR,CUB,Cuba,2010,Tifoidea(vacuna contra la fiebre tifoidea),,,ambos,128902,128910,,
AMR,CUB,Cuba,2010,Tifoidea(vacuna contra la fiebre tifoidea),,,ambos,142957,140956,,
AMR,CUB,Cuba,2010,DT(toxoides difterico y tetˆnico)dosis pediatrica,,,ambos,128768,127727,,
AMR,CUB,Cuba,2011,Tifoidea(vacuna contra la fiebre tifoidea),5to grado,,ambos,142228,139795,,
AMR,CUB,Cuba,2011,SRP,1er grado,,ambos,128147,122040,,
AMR,CUB,Cuba,2011,Tifoidea(vacuna contra la fiebre tifoidea),8vo grado,,ambos,142939,142027,,
AMR,CUB,Cuba,2011,DT(toxoides difterico y tetˆnico)dosis pediatrica,1er grado,,ambos,128147,122810,,
AMR,CUB,Cuba,2011,Toxoide tetˆnico,9no grado,,ambos,131091,130078,,
AMR,CUB,Cuba,2011,Tifoidea(vacuna contra la fiebre tifoidea),11no grado,,ambos,108745,108745,,
AMR,CUB,Cuba,2012,DT(toxoides difterico y tetˆnico)dosis pediatrica,1er grado,,ambos,121517,121895,,
AMR,CUB,Cuba,2012,SRP,1er grado,,ambos,121517,124354,,
AMR,CUB,Cuba,2012,Tifoidea(vacuna contra la fiebre tifoidea),5to grado,,ambos,131329,133555,,
AMR,CUB,Cuba,2012,Toxoide tetˆnico,9no grado,,ambos,132663,141593,,
AMR,CUB,Cuba,2012,Tifoidea(vacuna contra la fiebre tifoidea),11no grado,,ambos,107181,107461,,
AMR,CUB,Cuba,2012,Tifoidea(vacuna contra la fiebre tifoidea),8vo grado,,ambos,137017,141501,,
AMR,CUB,Cuba,2014,DT(toxoides difterico y tetˆnico)dosis pediatrica,1er grado,,ambos,110947,109366,,
AMR,CUB,Cuba,2014,Tifoidea(vacuna contra la fiebre tifoidea),11no grado,,ambos,103378,106277,,
AMR,CUB,Cuba,2014,Toxoide tetˆnico,9no grado,,ambos,141073,137659,,
AMR,CUB,Cuba,2014,Tifoidea(vacuna contra la fiebre tifoidea),8vo grado,,ambos,134762,136037,,
AMR,CUB,Cuba,2014,Tifoidea(vacuna contra la fiebre tifoidea),5to grado,,ambos,133286,133838,,
AMR,CUB,Cuba,2014,SRP,1er grado,,ambos,110947,113086,,
AMR,DMA,Dominica,2009,Dt Adult Dose,Form 2,13Y,both,1227,1002,Health Education,
AMR,DMA,Dominica,2009,DT Children dose,Pre school,3 Y,both,,,Growth monitoring,
AMR,DMA,Dominica,2010,dT,Form 1,13 year olds,both,,1179,,
AMR,DMA,Dominica,2010,OPV,Form 1,13 year olds,both,,805,,
AMR,DMA,Dominica,2010,Hepatitis B,Forms 2-5,14-18 Years,both,,658,,
AMR,DMA,Dominica,2011,Adult Dt,Grade 6,10-12 Y,both,,,Growth monitoring and screening,
AMR,DMA,Dominica,2011,DPT/MMR,Preschool -Grade K,3-5Y,both,,,Growth monitoring and screening,
AMR,DMA,Dominica,2012,OPV,,10-12Y,both,1209,1155,growth monitoring hearing and vision screening,
AMR,DMA,Dominica,2012,DT,,10-12 Y,both,1209,1155,growth monitoring hearing and vision screening,
AMR,DMA,Dominica,2014,OPV,,10-12Y,both,1061,920,Same as above,
AMR,DMA,Dominica,2014,Adult DT,,10-12Y,both,1061,920,"Physical Exam, Vision and Hearing screening",
AMR,DOM,Dominican Republic (the),2008,Heaotitis B,Cs de la Salud,Todos,,23000,,1RA/2DA DOSIS,
AMR,DOM,Dominican Republic (the),2008,dT,5-6to Grado,10 a_os y +,,,,1RA/2DA DOSIS,
AMR,DOM,Dominican Republic (the),2009,dT,PRIMARIA,7 A Y MAS,,,,,
AMR,DOM,Dominican Republic (the),2009,SR / SRP,PRIMARIA,5 Y MAS,,,,,
AMR,DOM,Dominican Republic (the),2014,dT (Difteria - T_tanos),HASTA 8VO.,>=7A_OS,ambos,400299,355762,,
AMR,DOM,Dominican Republic (the),2014,DwPT,HASTA 2 GRADO,<7 A‹OS,ambos,85503,74459,,
AMR,ECU,Ecuador,2008,dT,7mo a_o bˆsica,11 a_os,ambos,286790,264687,,
AMR,ECU,Ecuador,2008,DT,2 a_o bˆsica,6 a_os,ambos,288942,312682,,
AMR,ECU,Ecuador,2008,HB,7mo a_o bˆsica,11 a_os,ambos,286790,61505,,
AMR,ECU,Ecuador,2009,SRP,,6 A‹OS,ambos,144815,143338,,
AMR,ECU,Ecuador,2009,HB PEDIATRICA,,11 A‹OS,ambos,289404,199742,,
AMR,ECU,Ecuador,2009,VARICELA,,6 A‹OS,ambos,144815,143746,,
AMR,ECU,Ecuador,2009,VARICELA,,11 A‹OS,ambos,139521,129087,,
AMR,ECU,Ecuador,2009,DT PEDIATRICA,,6 A‹OS,ambos,288222,332685,,
AMR,ECU,Ecuador,2010,Varicela,6to bˆsica,10 a_os,ambos,289285,243797,,
AMR,ECU,Ecuador,2010,HB,7mo bˆsica,11 a_os,ambos,289927,257464,,
AMR,ECU,Ecuador,2010,SRP,2do bˆsica,6 a_os,ambos,286608,260530,,
AMR,ECU,Ecuador,2010,Varicela,2do bˆsica,6 a_os,ambos,286608,269289,,
AMR,ECU,Ecuador,2010,DT,1ro bˆsica,5 a_os,ambos,285906,318116,,
AMR,ECU,Ecuador,2011,Varicela,,6 a_os,ambos,286608,270810,,
AMR,ECU,Ecuador,2011,SRP,,6 a_os,ambos,286608,263176,,
AMR,ECU,Ecuador,2011,Varicela,,10 a_os,ambos,289285,256766,,
AMR,ECU,Ecuador,2011,HB,,11 a_os,ambos,289927,226145,,
AMR,ECU,Ecuador,2011,DT pediˆtrica,,5 a_os,ambos,285906,271173,,
AMR,ECU,Ecuador,2012,Difteria y T_tanos (DT),,5 a_os,ambos,297108,245602,,
AMR,ECU,Ecuador,2012,SRP,,6 a_os,ambos,306675,167282,,
AMR,ECU,Ecuador,2012,Hepatitis B 3,,11 a_os,ambos,326537,265052,,
AMR,ECU,Ecuador,2012,Varicela,,6 a_os,ambos,306675,267554,,
AMR,ECU,Ecuador,2012,Varicela,,10 a_os,ambos,349276,268724,,
AMR,ECU,Ecuador,2012,Hepatitis B 1,,11 a_os,ambos,326537,312624,,
AMR,ECU,Ecuador,2012,Hepatitis B 2,,11 a_os,ambos,326537,269367,,
AMR,ECU,Ecuador,2014,SRP,Primero Bˆsica,6 a_os,ambos,338041,200625,,
AMR,ECU,Ecuador,2014,DT,Ed. Inicial,5 a_os,ambos,338654,276483,,
AMR,ECU,Ecuador,2014,VARICELA,Primero Bˆsica,6 a_os,ambos,338041,84100,,
AMR,SLV,El Salvador,2008,"Sarampion , Rubeola",,12-18a_os,,,,,
AMR,SLV,El Salvador,2008,"DT, Dt",,5-18a_os,,,,,
AMR,SLV,El Salvador,2009,DPT,Parvularia,1-4A‹OS,ambos,,66,Ev. Nutricional,
AMR,SLV,El Salvador,2009,PENTAVALENTE,Parvularia,1-4A‹OS,ambos,,70,Ev. Nutricional,
AMR,SLV,El Salvador,2009,DT PEDIATRICA,PRMER A TERCERO,6-9 A‹OS,ambos,,15487,,
AMR,SLV,El Salvador,2009,SPR,Parvularia,1-4A‹OS,ambos,,68,Ev. Nutricional,
AMR,SLV,El Salvador,2009,DT ADULTOS,CUARTO A 12,10-19A‹OS,mujer,,19690,,
AMR,SLV,El Salvador,2009,DT ADULTOS,CUARTO A 12,10-19A‹OS,hombre,,19291,,
AMR,SLV,El Salvador,2009,OPV,Parvularia,1-4A‹OS,ambos,,136,Ev. Nutricional,
AMR,SLV,El Salvador,2009,SR,PRIMERO A 12,5-14A‹OS,ambos,,886,,
AMR,SLV,El Salvador,2010,TD,1 al 12,10-19a_os,ambos,,9418,,
AMR,SLV,El Salvador,2010,OPV,1 al 6,5-14a_os,ambos,,217,,
AMR,SLV,El Salvador,2010,Vacuna H1N1,1 al 12,4 a 18 a_os,ambos,1209692,967753,,
AMR,SLV,El Salvador,2012,SPR,6_ grado,12 a_os,ambos,130000,,,
AMR,SLV,El Salvador,2012,SPR,Kinder 4,4 a_os,ambos,116529,,,
AMR,SLV,El Salvador,2012,Dt,4_ grado,10 a_os,ambos,120000,,,
AMR,SLV,El Salvador,2014,Td(Adulto),4_ GRADO,10 A‹OS,ambos,124941,48439,Desparasitacion,
AMR,GRD,Grenada,2008,DT Paed,,,both,,,,
AMR,GRD,Grenada,2008,DT Adult,,,both,,,,
AMR,GRD,Grenada,2008,MMR,,,both,,,,
AMR,GRD,Grenada,2008,OPV,,,both,,,,
AMR,GRD,Grenada,2009,DT Pediatric,,y4+,,,,,
AMR,GRD,Grenada,2009,OPV,,y4+,,,,,
AMR,GRD,Grenada,2009,MMR,,y4+,,,,,
AMR,GRD,Grenada,2009,Adult DT,,y14+,,,,,
AMR,GRD,Grenada,2009,OPV,,Y14+,,,,,
AMR,GRD,Grenada,2010,DT Pediatric,,y4+,,,558,Health Education,
AMR,GRD,Grenada,2010,OPV,,Y4+,,,565,Health Education,
AMR,GRD,Grenada,2010,MMR,,Y4+,,,12,Health Education,
AMR,GRD,Grenada,2010,Adult Td,,y14+,,,1329,Health Education,
AMR,GRD,Grenada,2010,MMR,,y14+,,,131,Health Education,
AMR,GRD,Grenada,2010,OPV,,y14+,,,272,Health Education,
AMR,GRD,Grenada,2011,MMR,,y4+,,,,,
AMR,GRD,Grenada,2011,Adult DT,,Y14+,,,,,
AMR,GRD,Grenada,2011,OPV,,Y4+,,,,,
AMR,GRD,Grenada,2011,DTPediatric,,y4+,,,,,
AMR,GRD,Grenada,2011,OPV,,y14+,,,,,
AMR,GRD,Grenada,2012,DT Pediatric,,y4+,both,,,,
AMR,GRD,Grenada,2012,Td,,Y14+,both,,,,
AMR,GRD,Grenada,2012,MMR,,y4+,both,,,,
AMR,GRD,Grenada,2012,OPV,,Y14+,both,,,,
AMR,GRD,Grenada,2012,OPV,,y4+,both,,,,
AMR,GRD,Grenada,2014,Td,,y14+,both,,636,Health talks,
AMR,GRD,Grenada,2014,MMR,,y4+,both,,,,
AMR,GRD,Grenada,2014,OPV,,y4+,both,,283,,
AMR,GRD,Grenada,2014,DT Pediatric,,y4+,both,,278,,
AMR,GUY,Guyana,2009,DT vaccine,,15-17,both,,,,
AMR,GUY,Guyana,2012,HPV,,11-13 years,female,6200,7500,,
AMR,GUY,Guyana,2014,HPV,,10-13 years,female,6000,3420,,
AMR,HND,Honduras,2008,Td,,11A,ambos,191954,154434,"Antiparasitario,",
AMR,HND,Honduras,2009,Td,Sexto grado,11 a_os,ambos,184820,154308,No,
AMR,HND,Honduras,2010,Td,6to grado,11 a_os,ambos,191414,167623,,
AMR,HND,Honduras,2011,TD,6to. Grado,11 a_os,ambos,192601,169.353,Fluorizaci„n y desparasitaci„n,
AMR,HND,Honduras,2012,Td,6to grado,11A,ambos,211.242,172.499,Flourizaci„n y desparasitaci„n,"El Programa Escuelas Saludables depende de la oficina de la Primera Dama, no cubre la poblaciÖn escolar a nivel nacional, cubre los grados de primero a sexto."
AMR,HND,Honduras,2014,Toxoide tetˆnico y difterico,6to,11A,ambos,205040,167658,desparasitaci„n,
AMR,MEX,Mexico,2008,SR,Secundaria y Preparatoria,13 a 19 a_os,ambos,398592,378763,Sesiones Educativas,
AMR,MEX,Mexico,2008,SRP,1o Primaria,6 y 7 a_os,ambos,2253719,2124299,Ministraci„n de Albendazol,
AMR,MEX,Mexico,2008,Td,6o Primaria,11 y 12 a_os,ambos,2281976,2248791,Ministraci„n de Albendazol,
AMR,MEX,Mexico,2009,Td,6o Primaria,11 y 12 a_os,ambos,2160777,1940167,Ministraci„n de Albendazol,
AMR,MEX,Mexico,2009,SR,6o Primaria,11 y 12 a_os,ambos,649528,543943,Sesiones Educativas,
AMR,MEX,Mexico,2009,SRP,1o Primaria,6 y 7 a_os,ambos,2163685,1989231,Ministraci„n de Albendazol,
AMR,MEX,Mexico,2010,SR,Secundaria y Preparatoria,13 a 19 a_os,ambos,674625,641893,Sesiones Educativas,
AMR,MEX,Mexico,2010,Td,6o Primaria,11 y 12 a_os,ambos,2589202,2363942,Ministraci„n de Albendazol,
AMR,MEX,Mexico,2010,SRP,1o Primaria,6 y 7 a_os,ambos,2325268,2092741,Ministraci„n de Albendazol,
AMR,MEX,Mexico,2011,Td,1o PRIMARIARIA,6 y 7 a_os,,2103604,2015669,,
AMR,MEX,Mexico,2011,SRP,6o PRIAMRIA,11 y 12 a_os,,1916008,1850740,,
AMR,MEX,Mexico,2012,HEPATITIS B ADULTO,6 PRIMARIA,11 Y 12 A‹OS,ambos,1326389,832575,Ministraci„n de Albendazol,
AMR,MEX,Mexico,2012,SRP,1 PRIMARIA,6 O 7 A‹OS,ambos,1564792,1436479.056,Ministraci„n de Albendazol,
AMR,MEX,Mexico,2012,Td,5 PRIMARIA,11 Y 12 A‹OS,ambos,3325441,3117926,Ministraci„n de Albendazol,
AMR,MEX,Mexico,2012,SR,6 PRIMARIA,11 Y 12 A‹OS,ambos,253772,228051,Ministraci„n de Albendazol,
AMR,MEX,Mexico,2012,VPH,5 PRIMARIA,9 A‹OS O MAS,mujer,1191818,956031,Ministraci„n de Albendazol,
AMR,MEX,Mexico,2014,VPH,5TO A‹O DE PRIMARIA,10 A‹OS,ambos,,,,
AMR,MEX,Mexico,2014,OPV SABIN,PREPRIMARIA,< 5 A‹OS,ambos,,,ANTIHELMINTICOS,
AMR,MEX,Mexico,2014,SRP,1RO PRIMARIA,6 A‹OS,ambos,,,,
AMR,NIC,Nicaragua,2008,dT,,6 a_os,ambos,133663,165465,Desparasitaci„n,
AMR,NIC,Nicaragua,2008,dT,,10 a_os,ambos,137209,152020,Desparasitaci„n,
AMR,NIC,Nicaragua,2009,dT,,10  a_os,ambos,132396,375380,Desparasitaci„n,
AMR,NIC,Nicaragua,2009,dT,,6 -9  a_os,ambos,132183,220497,Desparasitaci„n,
AMR,NIC,Nicaragua,2010,dT,,10A,ambos,,,Desparasitaci„n,
AMR,NIC,Nicaragua,2010,DPT,,6A,ambos,,,Desparasitaci„n,
AMR,NIC,Nicaragua,2011,DPT,,6A,ambos,131227,,Desparasitacion,
AMR,NIC,Nicaragua,2011,dT,,10A,ambos,132661,,Desparasitacion,
AMR,NIC,Nicaragua,2012,DPT,,6A,ambos,,,Desparasitacion,
AMR,NIC,Nicaragua,2012,dT,,10A,ambos,,,Desparasitacion,
AMR,PAN,Panama,2008,Tdap,V Y VI GRADO,11 A‹OS,ambos,64000,47826,EDUCACION,
AMR,PAN,Panama,2008,POLIO,1ER GRADO,6A‹OS,ambos,,6790,EDUCACION,
AMR,PAN,Panama,2008,HEPATITIS B,V Y VI GRADO,10 Y 11 A‹OS,ambos,128470,109254,EDUCACION,
AMR,PAN,Panama,2008,MMR,VI GRADO,11 A‹OS,ambos,64000,13097,EDUCACION,
AMR,PAN,Panama,2008,PAPILOMA VIRUS,IV GRADO,10 A‹OS,mujer,31000,22101,EDUCACION,
AMR,PAN,Panama,2008,TD A,1ER GRADO,6 A‹OS,ambos,,6546,EDUCACION,
AMR,PAN,Panama,2008,F. AMARILLA,VI GRADO,11 A‹OS,ambos,64000,4076,EDUCACION,
AMR,PAN,Panama,2009,HEPATITIS B,5TO GRADO,10A 1ER Y 2DA,ambos,,,,
AMR,PAN,Panama,2009,MMR,6TO GRADO,"REF, Yes NO REC,EL 1ER R",ambos,,,,
AMR,PAN,Panama,2009,HEPATITIS B,6TO GRADO,11A REF.,ambos,,,,
AMR,PAN,Panama,2009,TD ADULTO,1ER GRADO,6A Yes NO RECIBIO R,ambos,,,,
AMR,PAN,Panama,2009,POLIO,1ER GRADO,6A Yes NO RECIBIO R,ambos,,,,
AMR,PAN,Panama,2009,F.AMARILLA,6TO GRADO,1ER REF.,ambos,,,,
AMR,PAN,Panama,2009,PAPILOMA VIRUS,4TO GRADO,10 A‹OS,mujer,,,,
AMR,PAN,Panama,2009,Tdap,5to y 6to grado,REF.,ambos,,,,
AMR,PAN,Panama,2010,MMR,VI GRADO,11 A‹OS,ambos,62931,34255,EDUCACION,
AMR,PAN,Panama,2010,Tdap,VI GRADO,11 A‹OS,ambos,62931,47890,EDUCACION,
AMR,PAN,Panama,2010,F. AMARILLA,VI GRADO,11 A‹OS,ambos,2613,2459,EDUCACION,
AMR,PAN,Panama,2010,VPH,V GRADO,10 A‹OS,mujer,32843,21999,EDUCACION,
AMR,PAN,Panama,2010,HEPATITIS B,V GRADO,10-11A,ambos,67843,63319,EDUCACION,
AMR,PAN,Panama,2010,POLIO ORAL,1ER GRADO,6 A‹OS,ambos,71461,8615,EDUCACION,
AMR,PAN,Panama,2010,TD ADULTO,1ER GRADO,6 A‹OS,ambos,71461,15256,EDUCACION ORAL,
AMR,PAN,Panama,2011,Tdap,VI GRADO,11 A‹OS,ambos,60011,43184,C Y D,
AMR,PAN,Panama,2011,F AMARILLA,VI GRADO,11 A‹OS,ambos,4002,3849,C Y D,
AMR,PAN,Panama,2011,HEPATITIS B,VI GRADO         11 A‹OS,13-15 A‹OS,ambos,60011,57214,C Y D,
AMR,PAN,Panama,2011,MMR,kinder,5 a_os,ambos,69707,18514,SALUD BUCAL,
AMR,PAN,Panama,2011,POLIO,kinder,5 a_os,ambos,69707,18514,NUTRICION Y CY D,
AMR,PAN,Panama,2011,VPH,IV O VGRADO,10 a_os,mujer,33116,28514,C Y D,
AMR,PAN,Panama,2012,F.AMARILLA,VI,11 A‹OS,ambos,3940,3162,TODAS LAS ARRIBAS ENUNCIADAS,
AMR,PAN,Panama,2012,POLIO,KINDER,5 A‹OS,ambos,69970,65280,TODAS LAS ARRIBAS ENUNCIADAS,
AMR,PAN,Panama,2012,MMR,KINDER,5 A‹OS,ambos,69970,65280,TODAS LAS ARRIBAS ENUNCIADAS,
AMR,PAN,Panama,2012,VPH,IV,10 A‹OS,mujer,33354,22783,TODAS LAS ARRIBAS ENUNCIADAS,
AMR,PAN,Panama,2012,TDAP,IV,10 A‹OS,ambos,68145,68214,TODAS LAS ARRIBAS ENUNCIADAS,
AMR,PAN,Panama,2012,HEPATITIS B,VII A 1X,13 A 15 A‹OS,ambos,24604,24604,EDUCACION,
AMR,PAN,Panama,2014,POLIO,KINDER,SEIS A‹OS,ambos,72437,47893,"SALUD BUCAL, CY D, PRUEBAS OPTICAS,NUTRICION ETC",
AMR,PAN,Panama,2014,TDAP,IV,10 A‹OS,ambos,71921,83929,EDUCACION,
AMR,PAN,Panama,2014,VPH,IV,10 A‹OS,mujer,35218,28540,EDUCACION,
AMR,PAN,Panama,2014,DPT,KINDER,SEIS A‹OS,ambos,72437,48191,"SALUD BUCAL, CY D, PRUEBAS OPTICAS,NUTRICION ETC",
AMR,PRY,Paraguay,2008,Td,3er y 4to grado,10A,ambos,141289,14181,,
AMR,PRY,Paraguay,2009,SR,Jardin hasta 2do. Grado,5 a 8 a_os,ambos,578480,510129,,
AMR,PRY,Paraguay,2009,Td,4to. Grado,10 a_os,ambos,130616,14463,,
AMR,PRY,Paraguay,2010,Td,4to grado,10 a_os,ambos,142579,15461,,
AMR,PRY,Paraguay,2011,Td,4to grado,A10,ambos,143281,18266,,
AMR,PRY,Paraguay,2012,Td,4to grado,A10,ambos,143940,18575,,
AMR,PRY,Paraguay,2014,VPH,,A10,mujer,,,,
AMR,PRY,Paraguay,2014,Influenza,,,ambos,,,,
AMR,PRY,Paraguay,2014,Tdpa,,A10,ambos,,,,
AMR,PER,Peru,2008,DT,1ERO A 5TO SEC,13 A 18 A‹OS,ambos,515787,464599,,
